group,family_a,family_b,count,n,prevalence,lift
repository:obra/superpowers,decision,resource,47,694,0.06772334293948126,1.0494851994851995
repository:obra/superpowers,decision,retarget,37,694,0.053314121037463975,0.7626373626373626
repository:obra/superpowers,decision,script,8,694,0.011527377521613832,0.5359073359073359
repository:obra/superpowers,decision,spec,56,694,0.08069164265129683,1.4290862290862292
repository:obra/superpowers,decision,style,2,694,0.002881844380403458,1.0718146718146717
repository:obra/superpowers,fix,guardrail,1,694,0.001440922190201729,0.917989417989418
repository:obra/superpowers,fix,lifecycle,8,694,0.011527377521613832,0.3924229573084535
repository:obra/superpowers,fix,personalize,1,694,0.001440922190201729,0.7559912854030502
repository:obra/superpowers,fix,policy,11,694,0.01585014409221902,0.5915078258174492
repository:obra/superpowers,fix,polish,5,694,0.007204610951008645,1.8899782135076253
repository:obra/superpowers,fix,procedure,20,694,0.02881844380403458,0.6119929453262787
repository:obra/superpowers,fix,resource,5,694,0.007204610951008645,0.5354938271604939
repository:obra/superpowers,fix,retarget,5,694,0.007204610951008645,0.4943019943019943
repository:obra/superpowers,fix,script,6,694,0.008645533141210375,1.9277777777777778
repository:obra/superpowers,fix,spec,9,694,0.012968299711815562,1.1015873015873017
repository:obra/superpowers,fix,style,0,694,0.0,0.0
repository:obra/superpowers,guardrail,lifecycle,3,694,0.004322766570605188,0.5676117775354417
repository:obra/superpowers,guardrail,personalize,2,694,0.002881844380403458,5.831932773109243
repository:obra/superpowers,guardrail,policy,10,694,0.01440922190201729,2.0741183502689777
repository:obra/superpowers,guardrail,polish,0,694,0.0,0.0
repository:obra/superpowers,guardrail,procedure,10,694,0.01440922190201729,1.1802721088435375
repository:obra/superpowers,guardrail,resource,4,694,0.005763688760806916,1.6523809523809523
repository:obra/superpowers,guardrail,retarget,0,694,0.0,0.0
repository:obra/superpowers,guardrail,script,1,694,0.001440922190201729,1.2392857142857143
repository:obra/superpowers,guardrail,spec,4,694,0.005763688760806916,1.8884353741496598
repository:obra/superpowers,guardrail,style,1,694,0.001440922190201729,9.914285714285715
repository:obra/superpowers,lifecycle,personalize,6,694,0.008645533141210375,0.9348899865289627
repository:obra/superpowers,lifecycle,policy,95,694,0.13688760806916425,1.052892139640359
repository:obra/superpowers,lifecycle,polish,12,694,0.01729106628242075,0.9348899865289627
repository:obra/superpowers,lifecycle,procedure,141,694,0.20317002881844382,0.889258451472192
repository:obra/superpowers,lifecycle,resource,44,694,0.06340057636887608,0.9712468193384224
repository:obra/superpowers,lifecycle,retarget,49,694,0.07060518731988473,0.9984145625366999
repository:obra/superpowers,lifecycle,script,13,694,0.018731988472622477,0.8608778625954199
repository:obra/superpowers,lifecycle,spec,33,694,0.04755043227665706,0.8324972737186478
repository:obra/superpowers,lifecycle,style,2,694,0.002881844380403458,1.0595419847328245
repository:obra/superpowers,personalize,policy,10,694,0.01440922190201729,1.7080974649273934
repository:obra/superpowers,personalize,polish,0,694,0.0,0.0
repository:obra/superpowers,personalize,procedure,11,694,0.01585014409221902,1.069187675070028
repository:obra/superpowers,personalize,resource,0,694,0.0,0.0
repository:obra/superpowers,personalize,retarget,2,694,0.002881844380403458,0.6280542986425339
repository:obra/superpowers,personalize,script,0,694,0.0,0.0
repository:obra/superpowers,personalize,spec,2,694,0.002881844380403458,0.7775910364145658
repository:obra/superpowers,personalize,style,0,694,0.0,0.0
repository:obra/superpowers,policy,polish,12,694,0.01729106628242075,1.0248584789564361
repository:obra/superpowers,policy,procedure,180,694,0.25936599423631124,1.2444710101613867
repository:obra/superpowers,policy,resource,44,694,0.06340057636887608,1.0647140864714086
repository:obra/superpowers,policy,retarget,37,694,0.053314121037463975,0.826456388799485
repository:obra/superpowers,policy,script,9,694,0.012968299711815562,0.653347280334728
repository:obra/superpowers,policy,spec,42,694,0.06051873198847262,1.1615062761506276
repository:obra/superpowers,policy,style,1,694,0.001440922190201729,0.5807531380753138
repository:obra/superpowers,polish,procedure,16,694,0.023054755043227664,0.7775910364145658
repository:obra/superpowers,polish,resource,6,694,0.008645533141210375,1.0205882352941176
repository:obra/superpowers,polish,retarget,5,694,0.007204610951008645,0.7850678733031674
repository:obra/superpowers,polish,script,1,694,0.001440922190201729,0.5102941176470588
repository:obra/superpowers,polish,spec,5,694,0.007204610951008645,0.9719887955182073
repository:obra/superpowers,polish,style,0,694,0.0,0.0
repository:obra/superpowers,procedure,resource,75,694,0.10806916426512968,1.0327380952380953
repository:obra/superpowers,procedure,retarget,69,694,0.0994236311239193,0.8770329670329671
repository:obra/superpowers,procedure,script,19,694,0.027377521613832854,0.7848809523809523
repository:obra/superpowers,procedure,spec,80,694,0.11527377521613832,1.2589569160997733
repository:obra/superpowers,procedure,style,3,694,0.004322766570605188,0.9914285714285714
repository:obra/superpowers,resource,retarget,53,694,0.07636887608069164,2.357820512820513
repository:obra/superpowers,resource,script,14,694,0.020172910662824207,2.0241666666666664
repository:obra/superpowers,resource,spec,18,694,0.025936599423631124,0.9914285714285714
repository:obra/superpowers,resource,style,1,694,0.001440922190201729,1.1566666666666667
repository:obra/superpowers,retarget,script,9,694,0.012968299711815562,1.2011538461538462
repository:obra/superpowers,retarget,spec,8,694,0.011527377521613832,0.40673992673992676
repository:obra/superpowers,retarget,style,0,694,0.0,0.0
repository:obra/superpowers,script,spec,4,694,0.005763688760806916,0.660952380952381
repository:obra/superpowers,script,style,0,694,0.0,0.0
repository:obra/superpowers,spec,style,0,694,0.0,0.0
exclude:obra/superpowers,decision,fix,1,432,0.0023148148148148147,0.3956043956043956
exclude:obra/superpowers,decision,guardrail,1,432,0.0023148148148148147,2.3736263736263736
exclude:obra/superpowers,decision,lifecycle,14,432,0.032407407407407406,1.168921530730576
exclude:obra/superpowers,decision,personalize,1,432,0.0023148148148148147,0.7912087912087912
exclude:obra/superpowers,decision,policy,9,432,0.020833333333333332,4.984615384615385
exclude:obra/superpowers,decision,polish,1,432,0.0023148148148148147,1.5104895104895104
exclude:obra/superpowers,decision,procedure,6,432,0.013888888888888888,2.5562130177514795
exclude:obra/superpowers,decision,resource,4,432,0.009259259259259259,0.9632107023411371
exclude:obra/superpowers,decision,retarget,4,432,0.009259259259259259,1.2307692307692308
exclude:obra/superpowers,decision,script,4,432,0.009259259259259259,0.46803900325027087
exclude:obra/superpowers,decision,spec,6,432,0.013888888888888888,3.5604395604395602
exclude:obra/superpowers,decision,style,0,432,0.0,0.0
exclude:obra/superpowers,fix,guardrail,0,432,0.0,0.0
exclude:obra/superpowers,fix,lifecycle,8,432,0.018518518518518517,0.4134960516870065
exclude:obra/superpowers,fix,personalize,2,432,0.004629629629629629,0.9795918367346939
exclude:obra/superpowers,fix,policy,2,432,0.004629629629629629,0.6857142857142857
exclude:obra/superpowers,fix,polish,0,432,0.0,0.0
exclude:obra/superpowers,fix,procedure,3,432,0.006944444444444444,0.7912087912087912
exclude:obra/superpowers,fix,resource,2,432,0.004629629629629629,0.2981366459627329
exclude:obra/superpowers,fix,retarget,0,432,0.0,0.0
exclude:obra/superpowers,fix,script,10,432,0.023148148148148147,0.7243460764587525
exclude:obra/superpowers,fix,spec,1,432,0.0023148148148148147,0.3673469387755102
exclude:obra/superpowers,fix,style,0,432,0.0,0.0
exclude:obra/superpowers,guardrail,lifecycle,2,432,0.004629629629629629,0.6202440775305097
exclude:obra/superpowers,guardrail,personalize,0,432,0.0,0.0
exclude:obra/superpowers,guardrail,policy,3,432,0.006944444444444444,6.171428571428572
exclude:obra/superpowers,guardrail,polish,0,432,0.0,0.0
exclude:obra/superpowers,guardrail,procedure,1,432,0.0023148148148148147,1.5824175824175823
exclude:obra/superpowers,guardrail,resource,1,432,0.0023148148148148147,0.8944099378881988
exclude:obra/superpowers,guardrail,retarget,0,432,0.0,0.0
exclude:obra/superpowers,guardrail,script,3,432,0.006944444444444444,1.3038229376257546
exclude:obra/superpowers,guardrail,spec,1,432,0.0023148148148148147,2.204081632653061
exclude:obra/superpowers,guardrail,style,0,432,0.0,0.0
exclude:obra/superpowers,lifecycle,personalize,12,432,0.027777777777777776,1.2404881550610194
exclude:obra/superpowers,lifecycle,policy,12,432,0.027777777777777776,0.8683417085427135
exclude:obra/superpowers,lifecycle,polish,5,432,0.011574074074074073,0.9867519415258109
exclude:obra/superpowers,lifecycle,procedure,14,432,0.032407407407407406,0.7792810204870506
exclude:obra/superpowers,lifecycle,resource,18,432,0.041666666666666664,0.566309809919161
exclude:obra/superpowers,lifecycle,retarget,37,432,0.08564814814814815,1.4874371859296482
exclude:obra/superpowers,lifecycle,script,17,432,0.03935185185185185,0.25989100431736145
exclude:obra/superpowers,lifecycle,spec,9,432,0.020833333333333332,0.6977745872218234
exclude:obra/superpowers,lifecycle,style,1,432,0.0023148148148148147,2.170854271356784
exclude:obra/superpowers,personalize,policy,2,432,0.004629629629629629,1.3714285714285714
exclude:obra/superpowers,personalize,polish,0,432,0.0,0.0
exclude:obra/superpowers,personalize,procedure,4,432,0.009259259259259259,2.10989010989011
exclude:obra/superpowers,personalize,resource,2,432,0.004629629629629629,0.5962732919254659
exclude:obra/superpowers,personalize,retarget,5,432,0.011574074074074073,1.9047619047619047
exclude:obra/superpowers,personalize,script,4,432,0.009259259259259259,0.579476861167002
exclude:obra/superpowers,personalize,spec,2,432,0.004629629629629629,1.469387755102041
exclude:obra/superpowers,personalize,style,1,432,0.0023148148148148147,20.571428571428573
exclude:obra/superpowers,policy,polish,0,432,0.0,0.0
exclude:obra/superpowers,policy,procedure,5,432,0.011574074074074073,1.8461538461538463
exclude:obra/superpowers,policy,resource,10,432,0.023148148148148147,2.0869565217391304
exclude:obra/superpowers,policy,retarget,4,432,0.009259259259259259,1.0666666666666667
exclude:obra/superpowers,policy,script,5,432,0.011574074074074073,0.5070422535211268
exclude:obra/superpowers,policy,spec,6,432,0.013888888888888888,3.085714285714286
exclude:obra/superpowers,policy,style,0,432,0.0,0.0
exclude:obra/superpowers,polish,procedure,1,432,0.0023148148148148147,1.006993006993007
exclude:obra/superpowers,polish,resource,4,432,0.009259259259259259,2.2766798418972334
exclude:obra/superpowers,polish,retarget,2,432,0.004629629629629629,1.4545454545454546
exclude:obra/superpowers,polish,script,2,432,0.004629629629629629,0.5531370038412292
exclude:obra/superpowers,polish,spec,1,432,0.0023148148148148147,1.4025974025974026
exclude:obra/superpowers,polish,style,0,432,0.0,0.0
exclude:obra/superpowers,procedure,resource,9,432,0.020833333333333332,1.4448160535117056
exclude:obra/superpowers,procedure,retarget,6,432,0.013888888888888888,1.2307692307692308
exclude:obra/superpowers,procedure,script,13,432,0.03009259259259259,1.0140845070422535
exclude:obra/superpowers,procedure,spec,4,432,0.009259259259259259,1.5824175824175823
exclude:obra/superpowers,procedure,style,0,432,0.0,0.0
exclude:obra/superpowers,resource,retarget,8,432,0.018518518518518517,0.927536231884058
exclude:obra/superpowers,resource,script,22,432,0.05092592592592592,0.969993876301286
exclude:obra/superpowers,resource,spec,7,432,0.016203703703703703,1.565217391304348
exclude:obra/superpowers,resource,style,0,432,0.0,0.0
exclude:obra/superpowers,retarget,script,9,432,0.020833333333333332,0.5070422535211268
exclude:obra/superpowers,retarget,spec,3,432,0.006944444444444444,0.8571428571428571
exclude:obra/superpowers,retarget,style,0,432,0.0,0.0
exclude:obra/superpowers,script,spec,2,432,0.004629629629629629,0.21730382293762576
exclude:obra/superpowers,script,style,0,432,0.0,0.0
exclude:obra/superpowers,spec,style,0,432,0.0,0.0
repository:vercel-labs/agent-skills,decision,fix,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,guardrail,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,lifecycle,1,47,0.02127659574468085,1.0217391304347827
repository:vercel-labs/agent-skills,decision,personalize,0,47,0.0,
repository:vercel-labs/agent-skills,decision,policy,1,47,0.02127659574468085,11.75
repository:vercel-labs/agent-skills,decision,polish,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,procedure,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,resource,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,retarget,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,decision,style,0,47,0.0,
repository:vercel-labs/agent-skills,fix,guardrail,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,lifecycle,2,47,0.0425531914893617,0.45410628019323673
repository:vercel-labs/agent-skills,fix,personalize,0,47,0.0,
repository:vercel-labs/agent-skills,fix,policy,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,polish,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,procedure,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,resource,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,retarget,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,script,1,47,0.02127659574468085,2.611111111111111
repository:vercel-labs/agent-skills,fix,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,fix,style,0,47,0.0,
repository:vercel-labs/agent-skills,guardrail,lifecycle,2,47,0.0425531914893617,2.0434782608695654
repository:vercel-labs/agent-skills,guardrail,personalize,0,47,0.0,
repository:vercel-labs/agent-skills,guardrail,policy,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,polish,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,procedure,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,resource,1,47,0.02127659574468085,2.1363636363636362
repository:vercel-labs/agent-skills,guardrail,retarget,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,guardrail,style,0,47,0.0,
repository:vercel-labs/agent-skills,lifecycle,personalize,0,47,0.0,
repository:vercel-labs/agent-skills,lifecycle,policy,1,47,0.02127659574468085,1.0217391304347827
repository:vercel-labs/agent-skills,lifecycle,polish,0,47,0.0,0.0
repository:vercel-labs/agent-skills,lifecycle,procedure,1,47,0.02127659574468085,0.40869565217391307
repository:vercel-labs/agent-skills,lifecycle,resource,3,47,0.06382978723404255,0.5573122529644269
repository:vercel-labs/agent-skills,lifecycle,retarget,3,47,0.06382978723404255,1.2260869565217392
repository:vercel-labs/agent-skills,lifecycle,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,lifecycle,spec,1,47,0.02127659574468085,0.40869565217391307
repository:vercel-labs/agent-skills,lifecycle,style,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,policy,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,polish,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,procedure,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,resource,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,retarget,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,script,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,spec,0,47,0.0,
repository:vercel-labs/agent-skills,personalize,style,0,47,0.0,
repository:vercel-labs/agent-skills,policy,polish,0,47,0.0,0.0
repository:vercel-labs/agent-skills,policy,procedure,1,47,0.02127659574468085,4.7
repository:vercel-labs/agent-skills,policy,resource,0,47,0.0,0.0
repository:vercel-labs/agent-skills,policy,retarget,0,47,0.0,0.0
repository:vercel-labs/agent-skills,policy,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,policy,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,policy,style,0,47,0.0,
repository:vercel-labs/agent-skills,polish,procedure,0,47,0.0,0.0
repository:vercel-labs/agent-skills,polish,resource,0,47,0.0,0.0
repository:vercel-labs/agent-skills,polish,retarget,1,47,0.02127659574468085,4.7
repository:vercel-labs/agent-skills,polish,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,polish,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,polish,style,0,47,0.0,
repository:vercel-labs/agent-skills,procedure,resource,0,47,0.0,0.0
repository:vercel-labs/agent-skills,procedure,retarget,1,47,0.02127659574468085,1.88
repository:vercel-labs/agent-skills,procedure,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,procedure,spec,2,47,0.0425531914893617,3.76
repository:vercel-labs/agent-skills,procedure,style,0,47,0.0,
repository:vercel-labs/agent-skills,resource,retarget,0,47,0.0,0.0
repository:vercel-labs/agent-skills,resource,script,1,47,0.02127659574468085,2.1363636363636362
repository:vercel-labs/agent-skills,resource,spec,2,47,0.0425531914893617,1.709090909090909
repository:vercel-labs/agent-skills,resource,style,0,47,0.0,
repository:vercel-labs/agent-skills,retarget,script,0,47,0.0,0.0
repository:vercel-labs/agent-skills,retarget,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,retarget,style,0,47,0.0,
repository:vercel-labs/agent-skills,script,spec,0,47,0.0,0.0
repository:vercel-labs/agent-skills,script,style,0,47,0.0,
repository:vercel-labs/agent-skills,spec,style,0,47,0.0,
exclude:vercel-labs/agent-skills,decision,fix,13,1079,0.012048192771084338,0.5697169083302872
exclude:vercel-labs/agent-skills,decision,guardrail,7,1079,0.006487488415199258,1.4046866282313557
exclude:vercel-labs/agent-skills,decision,lifecycle,111,1079,0.10287303058387395,0.9662374751924101
exclude:vercel-labs/agent-skills,decision,personalize,11,1079,0.010194624652455977,1.103682350753208
exclude:vercel-labs/agent-skills,decision,policy,133,1079,0.12326227988878591,1.8992204973465148
exclude:vercel-labs/agent-skills,decision,polish,11,1079,0.010194624652455977,0.9753471936888816
exclude:vercel-labs/agent-skills,decision,procedure,211,1079,0.19555143651529194,1.7719914073566725
exclude:vercel-labs/agent-skills,decision,resource,51,1079,0.047265987025023166,1.0924087823083337
exclude:vercel-labs/agent-skills,decision,retarget,41,1079,0.037998146431881374,0.8733047752531733
exclude:vercel-labs/agent-skills,decision,script,12,1079,0.011121408711770158,0.2541813898704358
exclude:vercel-labs/agent-skills,decision,spec,62,1079,0.057460611677479144,1.846786660777385
exclude:vercel-labs/agent-skills,decision,style,2,1079,0.0018535681186283596,1.270906949352179
exclude:vercel-labs/agent-skills,fix,guardrail,1,1079,0.0009267840593141798,0.6527525710828797
exclude:vercel-labs/agent-skills,fix,lifecycle,14,1079,0.012974976830398516,0.3964205112055844
exclude:vercel-labs/agent-skills,fix,personalize,3,1079,0.0027803521779425394,0.9791288566243194
exclude:vercel-labs/agent-skills,fix,policy,13,1079,0.012048192771084338,0.6038572474062595
exclude:vercel-labs/agent-skills,fix,polish,5,1079,0.004633920296570899,1.442127773322641
exclude:vercel-labs/agent-skills,fix,procedure,23,1079,0.021316033364226137,0.628310294192111
exclude:vercel-labs/agent-skills,fix,resource,7,1079,0.006487488415199258,0.4877308536742865
exclude:vercel-labs/agent-skills,fix,retarget,5,1079,0.004633920296570899,0.34643292878700316
exclude:vercel-labs/agent-skills,fix,script,15,1079,0.013901760889712697,1.0335249042145593
exclude:vercel-labs/agent-skills,fix,spec,10,1079,0.009267840593141797,0.9689295977011494
exclude:vercel-labs/agent-skills,fix,style,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,guardrail,lifecycle,3,1079,0.0027803521779425394,0.3889689978370584
exclude:vercel-labs/agent-skills,guardrail,personalize,2,1079,0.0018535681186283596,2.988919667590028
exclude:vercel-labs/agent-skills,guardrail,policy,13,1079,0.012048192771084338,2.765030553912872
exclude:vercel-labs/agent-skills,guardrail,polish,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,guardrail,procedure,11,1079,0.010194624652455977,1.375956410850916
exclude:vercel-labs/agent-skills,guardrail,resource,4,1079,0.0037071362372567192,1.2761679479597872
exclude:vercel-labs/agent-skills,guardrail,retarget,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,guardrail,script,4,1079,0.0037071362372567192,1.2619883040935673
exclude:vercel-labs/agent-skills,guardrail,spec,5,1079,0.004633920296570899,2.218338815789474
exclude:vercel-labs/agent-skills,guardrail,style,1,1079,0.0009267840593141798,9.464912280701755
exclude:vercel-labs/agent-skills,lifecycle,personalize,18,1079,0.016682113067655237,1.166906993511175
exclude:vercel-labs/agent-skills,lifecycle,policy,106,1079,0.09823911028730306,0.978006943375575
exclude:vercel-labs/agent-skills,lifecycle,polish,17,1079,0.015755329008341055,0.9739301263672082
exclude:vercel-labs/agent-skills,lifecycle,procedure,154,1079,0.14272474513438368,0.8356264960875425
exclude:vercel-labs/agent-skills,lifecycle,resource,59,1079,0.05468025949953661,0.8165435329126264
exclude:vercel-labs/agent-skills,lifecycle,retarget,83,1079,0.07692307692307693,1.1422795336853653
exclude:vercel-labs/agent-skills,lifecycle,script,30,1079,0.027803521779425393,0.4105783866057839
exclude:vercel-labs/agent-skills,lifecycle,spec,41,1079,0.037998146431881374,0.7890803367579908
exclude:vercel-labs/agent-skills,lifecycle,style,3,1079,0.0027803521779425394,1.2317351598173516
exclude:vercel-labs/agent-skills,personalize,policy,12,1079,0.011121408711770158,1.2761679479597872
exclude:vercel-labs/agent-skills,personalize,polish,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,personalize,procedure,15,1079,0.013901760889712697,0.9381520983074426
exclude:vercel-labs/agent-skills,personalize,resource,2,1079,0.0018535681186283596,0.3190419869899468
exclude:vercel-labs/agent-skills,personalize,retarget,7,1079,0.006487488415199258,1.1104087033225523
exclude:vercel-labs/agent-skills,personalize,script,4,1079,0.0037071362372567192,0.6309941520467837
exclude:vercel-labs/agent-skills,personalize,spec,4,1079,0.0037071362372567192,0.8873355263157895
exclude:vercel-labs/agent-skills,personalize,style,1,1079,0.0009267840593141798,4.732456140350878
exclude:vercel-labs/agent-skills,policy,polish,12,1079,0.011121408711770158,1.127776326103998
exclude:vercel-labs/agent-skills,policy,procedure,184,1079,0.1705282669138091,1.6378425646356152
exclude:vercel-labs/agent-skills,policy,resource,54,1079,0.05004633920296571,1.2259815679838404
exclude:vercel-labs/agent-skills,policy,retarget,41,1079,0.037998146431881374,0.9256376456803298
exclude:vercel-labs/agent-skills,policy,script,14,1079,0.012974976830398516,0.3143154390345402
exclude:vercel-labs/agent-skills,policy,spec,48,1079,0.04448563484708063,1.5154494382022472
exclude:vercel-labs/agent-skills,policy,style,1,1079,0.0009267840593141798,0.6735330836454432
exclude:vercel-labs/agent-skills,polish,procedure,17,1079,0.015755329008341055,0.9396065976846635
exclude:vercel-labs/agent-skills,polish,resource,10,1079,0.009267840593141797,1.4097204076299974
exclude:vercel-labs/agent-skills,polish,retarget,6,1079,0.005560704355885079,0.8411069247758867
exclude:vercel-labs/agent-skills,polish,script,3,1079,0.0027803521779425394,0.41821705426356587
exclude:vercel-labs/agent-skills,polish,spec,6,1079,0.005560704355885079,1.176235465116279
exclude:vercel-labs/agent-skills,polish,style,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,procedure,resource,84,1079,0.0778498609823911,1.121566104043954
exclude:vercel-labs/agent-skills,procedure,retarget,74,1079,0.0685820203892493,0.9825265178549455
exclude:vercel-labs/agent-skills,procedure,script,32,1079,0.029657089898053754,0.42251590797846306
exclude:vercel-labs/agent-skills,procedure,spec,82,1079,0.07599629286376275,1.5225426762114538
exclude:vercel-labs/agent-skills,procedure,style,3,1079,0.0027803521779425394,1.1883259911894273
exclude:vercel-labs/agent-skills,resource,retarget,61,1079,0.056533827618164965,2.065752306823175
exclude:vercel-labs/agent-skills,resource,script,35,1079,0.03243744207599629,1.1786828963795255
exclude:vercel-labs/agent-skills,resource,spec,23,1079,0.021316033364226137,1.0892292837078652
exclude:vercel-labs/agent-skills,resource,style,1,1079,0.0009267840593141798,1.0102996254681649
exclude:vercel-labs/agent-skills,retarget,script,18,1079,0.016682113067655237,0.6027932960893855
exclude:vercel-labs/agent-skills,retarget,spec,11,1079,0.010194624652455977,0.5180254888268156
exclude:vercel-labs/agent-skills,retarget,style,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,script,spec,6,1079,0.005560704355885079,0.28098958333333335
exclude:vercel-labs/agent-skills,script,style,0,1079,0.0,0.0
exclude:vercel-labs/agent-skills,spec,style,0,1079,0.0,0.0
single_skill,decision,fix,6,460,0.013043478260869565,0.7102418939783839
single_skill,decision,guardrail,1,460,0.002173913043478261,0.9913793103448276
single_skill,decision,lifecycle,15,460,0.03260869565217391,1.293103448275862
single_skill,decision,personalize,0,460,0.0,0.0
single_skill,decision,policy,15,460,0.03260869565217391,1.9187986651835374
single_skill,decision,polish,0,460,0.0,0.0
single_skill,decision,procedure,23,460,0.05,1.7710077000334785
single_skill,decision,resource,7,460,0.015217391304347827,0.6688824262567511
single_skill,decision,retarget,3,460,0.006521739130434782,0.43260188087774293
single_skill,decision,script,4,460,0.008695652173913044,0.24979636166168884
single_skill,decision,spec,11,460,0.02391304347826087,1.8175287356321839
single_skill,decision,style,0,460,0.0,0.0
single_skill,fix,guardrail,1,460,0.002173913043478261,0.8582089552238806
single_skill,fix,lifecycle,2,460,0.004347826086956522,0.14925373134328357
single_skill,fix,personalize,0,460,0.0,0.0
single_skill,fix,policy,5,460,0.010869565217391304,0.5536831969186327
single_skill,fix,polish,0,460,0.0,0.0
single_skill,fix,procedure,9,460,0.01956521739130435,0.5999130560788292
single_skill,fix,resource,2,460,0.004347826086956522,0.1654378708865312
single_skill,fix,retarget,2,460,0.004347826086956522,0.2496607869742198
single_skill,fix,script,8,460,0.017391304347826087,0.43248325302620755
single_skill,fix,spec,3,460,0.006521739130434782,0.4291044776119403
single_skill,fix,style,0,460,0.0,0.0
single_skill,guardrail,lifecycle,2,460,0.004347826086956522,1.25
single_skill,guardrail,personalize,0,460,0.0,0.0
single_skill,guardrail,policy,4,460,0.008695652173913044,3.7096774193548385
single_skill,guardrail,polish,0,460,0.0,0.0
single_skill,guardrail,procedure,2,460,0.004347826086956522,1.116504854368932
single_skill,guardrail,resource,2,460,0.004347826086956522,1.3855421686746987
single_skill,guardrail,retarget,0,460,0.0,0.0
single_skill,guardrail,script,3,460,0.006521739130434782,1.358267716535433
single_skill,guardrail,spec,1,460,0.002173913043478261,1.1979166666666667
single_skill,guardrail,style,0,460,0.0,0.0
single_skill,lifecycle,personalize,5,460,0.010869565217391304,1.6666666666666667
single_skill,lifecycle,policy,14,460,0.030434782608695653,1.1290322580645162
single_skill,lifecycle,polish,2,460,0.004347826086956522,0.5882352941176471
single_skill,lifecycle,procedure,17,460,0.03695652173913044,0.8252427184466019
single_skill,lifecycle,resource,15,460,0.03260869565217391,0.9036144578313253
single_skill,lifecycle,retarget,14,460,0.030434782608695653,1.2727272727272727
single_skill,lifecycle,script,9,460,0.01956521739130435,0.3543307086614173
single_skill,lifecycle,spec,9,460,0.01956521739130435,0.9375
single_skill,lifecycle,style,1,460,0.002173913043478261,5.0
single_skill,personalize,policy,3,460,0.006521739130434782,1.4838709677419355
single_skill,personalize,polish,0,460,0.0,0.0
single_skill,personalize,procedure,1,460,0.002173913043478261,0.2977346278317152
single_skill,personalize,resource,1,460,0.002173913043478261,0.36947791164658633
single_skill,personalize,retarget,1,460,0.002173913043478261,0.5575757575757576
single_skill,personalize,script,2,460,0.004347826086956522,0.48293963254593175
single_skill,personalize,spec,2,460,0.004347826086956522,1.2777777777777777
single_skill,personalize,style,1,460,0.002173913043478261,30.666666666666668
single_skill,policy,polish,0,460,0.0,0.0
single_skill,policy,procedure,16,460,0.034782608695652174,1.1525211399937363
single_skill,policy,resource,10,460,0.021739130434782608,0.8938981733385154
single_skill,policy,retarget,4,460,0.008695652173913044,0.5395894428152492
single_skill,policy,script,5,460,0.010869565217391304,0.2921005842011684
single_skill,policy,spec,13,460,0.02826086956521739,2.0094086021505375
single_skill,policy,style,0,460,0.0,0.0
single_skill,polish,procedure,0,460,0.0,0.0
single_skill,polish,resource,7,460,0.015217391304347827,2.2820694542877393
